# example_mission.csv — generated by scripts/make_example_csv.py (do not
# hand-edit; re-run the script instead).
#
# CSV FORMAT (see simulator/src/csv_reader.hpp for the authoritative
# contract):
#   Header: time_s,kind,id,type,px_m,py_m,pz_m,vx_mps,vy_mps,vz_mps,
#           confidence,intensity,flags
#   - kind: "sat" (primary satellite; type ignored) or "obj".
#   - type: debris|star|comet|satellite|ground_hot, or numeric 1-5.
#   - vx/vy/vz: all empty => no velocity; otherwise all three required.
#   - confidence: 0-100 (empty => 100). intensity: float (empty => 0).
#   - flags: empty => 0; only bit1 (2, HIGHLIGHT) may be set here — the
#     has-velocity bit is derived automatically from the velocity cells.
#   - lines starting with '#' and blank lines are skipped.
#
# Scenario: 1 satellite (550 km / 53 deg circular LEO) + 12 moving debris +
# 4 other satellites + 2 comets + 3 stationary stars + 4 stationary
# ground-hot objects (one HIGHLIGHT-flagged), sampled at 1 Hz from t=0..60s.
time_s,kind,id,type,px_m,py_m,pz_m,vx_mps,vy_mps,vz_mps,confidence,intensity,flags
1,obj,101,debris,-3319529.758,5763817.766,-1798400.635,-4410.111,-4013.175,-4721.815,75,,
1,obj,102,debris,-3650778.118,-6199522.745,72015.863,4666.675,-2807.052,-5073.712,62,,
1,obj,103,debris,130332.079,-7675396.981,630352.460,-6483.689,-364.285,-3095.098,82,,
1,obj,104,debris,4517640.431,5797059.094,-1565058.741,-5758.542,4457.892,-110.130,52,,
1,obj,105,debris,3143583.313,-3230289.101,-5444175.068,3842.702,6274.322,-1503.996,92,,
1,obj,106,debris,3742935.847,-2473559.431,5372408.674,-6364.834,-2103.705,3465.769,87,,
1,obj,107,debris,-4108466.181,6385075.830,-616591.213,-5889.987,-3932.207,-1473.630,83,,
1,obj,108,debris,5756394.928,-2703287.054,-3299265.062,3904.804,6087.510,1825.046,82,,
1,obj,109,debris,3530440.551,-1647678.414,6609014.896,-2062.388,6362.230,2687.851,90,,
1,obj,110,debris,-7106535.111,-3495356.841,106122.317,3103.140,-6332.538,-771.837,56,,
1,obj,111,debris,2752296.877,6742320.616,911214.774,-6828.505,2767.954,144.464,52,,
1,obj,112,satellite,5529533.200,3937811.593,3358014.905,4432.375,-5711.735,-600.721,93,,
1,obj,113,satellite,5941202.600,-1385916.000,-3427423.565,2951.230,-2927.388,6299.476,100,,
1,obj,114,satellite,-6760622.693,-535879.790,-89903.550,-463.665,6521.231,-4003.521,73,,
1,obj,115,satellite,-1995594.579,-5819780.556,3845681.370,-6661.856,3040.885,1144.900,84,,
1,obj,116,comet,51871250631.044,36004309444.901,-111432028991.629,-29303.423,-20339.774,62950.860,91,,
1,obj,117,comet,43198619232.641,75477373569.136,-2400045848.723,-13553.693,-23681.247,753.021,69,,
1,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
1,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
1,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
1,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
1,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
1,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
1,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
2,sat,1,,6920983.357,9134.339,12121.678,-16.643,4567.162,6060.829,,,
2,obj,100,debris,1651869.588,-5141177.603,6291415.574,-4879.268,3108.781,3821.510,86,,
2,obj,101,debris,-3323937.845,5759801.080,-1803121.353,-4406.063,-4020.196,-4719.621,75,,
2,obj,102,debris,-3646109.491,-6202326.479,66942.114,4670.579,-2800.416,-5073.787,62,,
2,obj,103,debris,123848.334,-7675757.919,627257.088,-6483.800,-357.590,-3095.646,82,,
2,obj,104,debris,4511879.768,5801514.262,-1565168.136,-5762.784,4452.444,-108.659,52,,
2,obj,105,debris,3147424.240,-3224012.957,-5445675.992,3839.151,6277.965,-1497.850,92,,
2,obj,106,debris,3736568.838,-2475661.698,5375871.320,-6369.181,-2100.829,3459.522,87,,
2,obj,107,debris,-4114354.314,6381140.745,-618064.565,-5886.279,-3937.963,-1473.074,83,,
2,obj,108,debris,5760296.612,-2697198.080,-3297438.228,3898.563,6090.437,1828.621,82,,
2,obj,109,debris,3528376.606,-1641315.458,6611699.829,-2065.503,6363.681,2682.015,90,,
2,obj,110,debris,-7103429.121,-3501687.976,105350.438,3108.840,-6329.731,-771.922,56,,
2,obj,111,debris,2745466.986,6745085.171,911358.779,-6831.276,2761.154,143.546,52,,
2,obj,112,satellite,5533963.038,3932098.052,3357412.643,4427.299,-5715.346,-603.802,93,,
2,obj,113,satellite,5944150.374,-1388842.582,-3421122.097,2944.317,-2925.774,6303.459,100,,
2,obj,114,satellite,-6761082.039,-529358.218,-93907.013,-455.028,6521.911,-4003.404,73,,
2,obj,115,satellite,-2002255.392,-5816736.635,3846824.263,-6659.769,3046.957,1140.886,84,,
2,obj,116,comet,51871221328.362,36004289105.642,-111431966042.360,-29301.941,-20338.745,62947.678,91,,
2,obj,117,comet,43198605675.883,75477349882.532,-2400045095.531,-13559.825,-23691.960,753.362,69,,
2,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
2,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
2,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
2,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
2,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
2,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
2,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
3,sat,1,,6920962.553,13701.495,18182.498,-24.964,4567.149,6060.811,,,
3,obj,100,debris,1646989.742,-5138067.024,6295234.883,-4880.422,3112.375,3817.109,86,,
3,obj,101,debris,-3328341.882,5755777.376,-1807839.874,-4402.010,-4027.212,-4717.421,75,,
3,obj,102,debris,-3641436.961,-6205123.576,61868.292,4674.479,-2793.777,-5073.855,62,,
3,obj,103,debris,117364.481,-7676112.161,624161.169,-6483.905,-350.894,-3096.192,82,,
3,obj,104,debris,4506114.866,5805963.980,-1565276.060,-5767.020,4446.992,-107.189,52,,
3,obj,105,debris,3151261.614,-3217733.174,-5447170.767,3835.596,6281.601,-1491.701,92,,
3,obj,106,debris,3730197.487,-2477761.087,5379327.716,-6373.521,-2097.950,3453.271,87,,
3,obj,107,debris,-4120238.738,6377199.906,-619537.360,-5882.567,-3943.715,-1472.516,83,,
3,obj,108,debris,5764192.052,-2691106.183,-3295607.821,3892.317,6093.357,1832.194,82,,
3,obj,109,debris,3526309.546,-1634951.054,6614378.926,-2068.617,6365.127,2676.178,90,,
3,obj,110,debris,-7100317.433,-3508016.302,104578.474,3114.537,-6326.919,-772.006,56,,
3,obj,111,debris,2738634.327,6747842.924,911501.865,-6834.041,2754.352,142.627,52,,
3,obj,112,satellite,5538387.798,3926380.903,3356807.301,4422.219,-5718.951,-606.882,93,,
3,obj,113,satellite,5947091.233,-1391767.548,-3414816.650,2937.400,-2924.157,6307.435,100,,
3,obj,114,satellite,-6761532.748,-522835.970,-97910.356,-446.390,6522.583,-4003.282,73,,
3,obj,115,satellite,-2008914.116,-5813686.643,3847963.141,-6657.676,3053.026,1136.871,84,,
3,obj,116,comet,51871192027.161,36004268767.411,-111431903096.274,-29300.459,-20337.717,62944.494,91,,
3,obj,117,comet,43198592112.992,75477326185.216,-2400044341.999,-13565.956,-23702.672,753.703,69,,
3,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
3,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
3,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
3,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
3,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
3,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
3,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
4,sat,1,,6920933.428,18268.635,24243.297,-33.286,4567.129,6060.785,,,
4,obj,100,debris,1642108.745,-5134952.853,6299049.791,-4881.572,3115.967,3812.705,86,,
4,obj,101,debris,-3332741.863,5751746.658,-1812556.193,-4397.951,-4034.223,-4715.215,75,,
4,obj,102,debris,-3636760.534,-6207914.032,56794.404,4678.373,-2787.135,-5073.919,62,,
4,obj,103,debris,110880.525,-7676459.707,621064.706,-6484.005,-344.198,-3096.735,82,,
4,obj,104,debris,4500345.731,5810408.244,-1565382.514,-5771.250,4441.535,-105.718,52,,
4,obj,105,debris,3155095.430,-3211449.758,-5448659.393,3832.036,6285.230,-1485.551,92,,
4,obj,106,debris,3723821.799,-2479857.596,5382777.860,-6377.854,-2095.068,3447.016,87,,
4,obj,107,debris,-4126119.446,6373253.317,-621009.596,-5878.849,-3949.463,-1471.956,83,,
4,obj,108,debris,5768081.245,-2685011.369,-3293773.841,3886.067,6096.270,1835.765,82,,
4,obj,109,debris,3524239.373,-1628585.206,6617052.184,-2071.729,6366.568,2670.338,90,,
4,obj,110,debris,-7097200.048,-3514341.813,103806.426,3120.232,-6324.103,-772.089,56,,
4,obj,111,debris,2731798.907,6750593.874,911644.032,-6836.799,2747.547,141.707,52,,
4,obj,112,satellite,5542807.476,3920660.152,3356198.879,4417.136,-5722.551,-609.962,93,,
4,obj,113,satellite,5950025.174,-1394690.895,-3408507.229,2930.480,-2922.536,6311.404,100,,
4,obj,114,satellite,-6761974.818,-516313.055,-101913.574,-437.751,6523.247,-4003.154,73,,
4,obj,115,satellite,-2015570.743,-5810630.584,3849098.003,-6655.576,3059.092,1132.854,84,,
4,obj,116,comet,51871162727.443,36004248430.208,-111431840153.372,-29298.977,-20336.688,62941.310,91,,
4,obj,117,comet,43198578543.971,75477302477.188,-2400043588.126,-13572.087,-23713.385,754.043,69,,
4,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
4,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
4,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
4,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
4,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
4,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
4,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
5,sat,1,,6920895.982,22835.752,30304.066,-41.607,4567.105,6060.753,,,
5,obj,100,debris,1637226.599,-5131835.090,6302860.292,-4882.719,3119.558,3808.298,86,,
5,obj,101,debris,-3337137.783,5747708.932,-1817270.302,-4393.888,-4041.229,-4713.003,75,,
5,obj,102,debris,-3632080.216,-6210697.844,51720.456,4682.263,-2780.490,-5073.977,62,,
5,obj,103,debris,104396.473,-7676800.557,617967.700,-6484.099,-337.502,-3097.275,82,,
5,obj,104,debris,4494572.367,5814847.049,-1565487.497,-5775.475,4436.074,-104.248,52,,
5,obj,105,debris,3158925.684,-3205162.716,-5450141.868,3828.472,6288.852,-1479.399,92,,
5,obj,106,debris,3717441.782,-2481951.223,5386221.746,-6382.179,-2092.184,3440.757,87,,
5,obj,107,debris,-4131996.433,6369300.980,-622481.272,-5875.125,-3955.209,-1471.396,83,,
5,obj,108,debris,5771964.185,-2678913.644,-3291936.291,3879.813,6099.177,1839.334,82,,
5,obj,109,debris,3522166.089,-1622217.920,6619719.601,-2074.839,6368.002,2664.496,90,,
5,obj,110,debris,-7094076.970,-3520664.505,103034.295,3125.924,-6321.281,-772.172,56,,
5,obj,111,debris,2724960.732,6753338.017,911785.280,-6839.550,2740.739,140.788,52,,
5,obj,112,satellite,5547222.068,3914935.803,3355587.377,4412.048,-5726.146,-613.041,93,,
5,obj,113,satellite,5952952.193,-1397612.619,-3402193.844,2923.557,-2920.912,6315.366,100,,
5,obj,114,satellite,-6762408.250,-509789.479,-105916.662,-429.112,6523.902,-4003.021,73,,
5,obj,115,satellite,-2022225.266,-5807568.461,3850228.849,-6653.469,3065.154,1128.836,84,,
5,obj,116,comet,51871133429.208,36004228094.035,-111431777213.655,-29297.494,-20335.659,62938.124,91,,
5,obj,117,comet,43198564968.818,75477278758.447,-2400042833.912,-13578.218,-23724.097,754.384,69,,
5,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
5,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
5,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
5,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
5,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
5,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
5,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
6,sat,1,,6920850.214,27402.842,36364.799,-49.928,4567.074,6060.712,,,
6,obj,100,debris,1632343.308,-5128713.739,6306666.386,-4883.862,3123.145,3803.889,86,,
6,obj,101,debris,-3341529.637,5743664.201,-1821982.197,-4389.819,-4048.231,-4710.786,75,,
6,obj,102,debris,-3627396.010,-6213475.011,46646.452,4686.147,-2773.842,-5074.030,62,,
6,obj,103,debris,97912.329,-7677134.710,614870.156,-6484.187,-330.805,-3097.813,82,,
6,obj,104,debris,4488794.782,5819280.391,-1565591.009,-5779.695,4430.609,-102.777,52,,
6,obj,105,debris,3162752.372,-3198872.056,-5451618.191,3824.904,6292.467,-1473.246,92,,
6,obj,106,debris,3711057.444,-2484041.964,5389659.372,-6386.496,-2089.298,3434.493,87,,
6,obj,107,debris,-4137869.695,6365342.901,-623952.387,-5871.397,-3960.950,-1470.834,83,,
6,obj,108,debris,5775840.869,-2672813.016,-3290095.172,3873.555,6102.078,1842.902,82,,
6,obj,109,debris,3520089.696,-1615849.203,6622381.175,-2077.947,6369.432,2658.651,90,,
6,obj,110,debris,-7090948.200,-3526984.373,102262.082,3131.614,-6318.454,-772.255,56,,
6,obj,111,debris,2718119.809,6756075.351,911925.608,-6842.294,2733.928,139.869,52,,
6,obj,112,satellite,5551631.570,3909207.862,3354972.797,4406.956,-5729.736,-616.120,93,,
6,obj,113,satellite,5955872.287,-1400532.718,-3395876.501,2916.630,-2919.284,6319.320,100,,
6,obj,114,satellite,-6762833.042,-503265.253,-109919.615,-420.472,6524.550,-4002.883,73,,
6,obj,115,satellite,-2028877.679,-5804500.277,3851355.676,-6651.355,3071.214,1124.818,84,,
6,obj,116,comet,51871104132.455,36004207758.891,-111431714277.123,-29296.011,-20334.629,62934.938,91,,
6,obj,117,comet,43198551387.535,75477255028.994,-2400042079.358,-13584.348,-23734.808,754.725,69,,
6,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
6,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
6,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
6,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
6,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
6,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
6,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
7,sat,1,,6920796.125,31969.899,42425.489,-58.250,4567.039,6060.665,,,
7,obj,100,debris,1627458.876,-5125588.800,6310468.070,-4885.002,3126.731,3799.477,86,,
7,obj,101,debris,-3345917.419,5739612.472,-1826691.873,-4385.744,-4055.227,-4708.563,75,,
7,obj,102,debris,-3622707.923,-6216245.527,41572.398,4690.027,-2767.191,-5074.077,62,,
7,obj,103,debris,91428.100,-7677462.167,611772.075,-6484.270,-324.108,-3098.348,82,,
7,obj,104,debris,4483012.979,5823708.266,-1565693.051,-5783.909,4425.140,-101.306,52,,
7,obj,105,debris,3166575.490,-3192577.785,-5453088.359,3821.331,6296.074,-1467.090,92,,
7,obj,106,debris,3704668.792,-2486129.818,5393090.732,-6390.806,-2086.409,3428.226,87,,
7,obj,107,debris,-4143739.226,6361379.081,-625422.940,-5867.663,-3966.688,-1470.271,83,,
7,obj,108,debris,5779711.293,-2666709.491,-3288250.488,3867.292,6104.972,1846.467,82,,
7,obj,109,debris,3518010.196,-1609479.059,6625036.903,-2081.053,6370.855,2652.804,90,,
7,obj,110,debris,-7087813.742,-3533301.411,101489.786,3137.302,-6315.622,-772.336,56,,
7,obj,111,debris,2711276.146,6758805.873,912065.017,-6845.031,2727.115,138.949,52,,
7,obj,112,satellite,5556035.977,3903476.333,3354355.138,4401.859,-5733.320,-619.198,93,,
7,obj,113,satellite,5958785.452,-1403451.187,-3389555.207,2909.700,-2917.654,6323.266,100,,
7,obj,114,satellite,-6763249.194,-496740.383,-113922.427,-411.832,6525.188,-4002.740,73,,
7,obj,115,satellite,-2035527.975,-5801426.035,3852478.484,-6649.235,3077.270,1120.798,84,,
7,obj,116,comet,51871074837.186,36004187424.777,-111431651343.779,-29294.527,-20333.599,62931.751,91,,
7,obj,117,comet,43198537800.121,75477231288.830,-2400041324.463,-13590.479,-23745.520,755.065,69,,
7,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
7,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
7,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
7,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
7,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
7,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
7,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
8,sat,1,,6920733.715,36536.918,48486.127,-66.571,4566.998,6060.610,,,
8,obj,100,debris,1622573.306,-5122460.277,6314265.339,-4886.138,3130.315,3795.062,86,,
8,obj,101,debris,-3350301.124,5735553.749,-1831399.322,-4381.664,-4062.219,-4706.334,75,,
8,obj,102,debris,-3618015.959,-6219009.391,36498.300,4693.901,-2760.537,-5074.119,62,,
8,obj,103,debris,84943.792,-7677782.926,608673.460,-6484.347,-317.411,-3098.880,82,,
8,obj,104,debris,4477226.965,5828130.670,-1565793.622,-5788.118,4419.667,-99.835,52,,
8,obj,105,debris,3170395.033,-3186279.910,-5454552.371,3817.754,6299.675,-1460.934,92,,
8,obj,106,debris,3698275.834,-2488214.782,5396515.823,-6395.109,-2083.518,3421.955,87,,
8,obj,107,debris,-4149605.019,6357409.526,-626892.928,-5863.924,-3972.422,-1469.706,83,,
8,obj,108,debris,5783575.452,-2660603.075,-3286402.239,3861.025,6107.859,1850.030,82,,
8,obj,109,debris,3515927.590,-1603107.494,6627686.782,-2084.158,6372.273,2646.955,90,,
8,obj,110,debris,-7084673.597,-3539615.615,100717.409,3142.987,-6312.785,-772.418,56,,
8,obj,111,debris,2704429.749,6761529.579,912203.507,-6847.762,2720.299,138.030,52,,
8,obj,112,satellite,5560435.287,3897741.223,3353734.400,4396.759,-5736.899,-622.276,93,,
8,obj,113,satellite,5961691.685,-1406368.024,-3383229.970,2902.766,-2916.019,6327.206,100,,
8,obj,114,satellite,-6763656.706,-490214.879,-117925.094,-403.191,6525.819,-4002.592,73,,
8,obj,115,satellite,-2042176.146,-5798345.739,3853597.271,-6647.107,3083.323,1116.777,84,,
8,obj,116,comet,51871045543.400,36004167091.692,-111431588413.622,-29293.043,-20332.569,62928.562,91,,
8,obj,117,comet,43198524206.577,75477207537.956,-2400040569.227,-13596.609,-23756.230,755.406,69,,
8,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
8,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
8,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
8,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
8,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
8,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
8,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
9,sat,1,,6920662.983,41103.892,54546.707,-74.892,4566.951,6060.549,,,
9,obj,100,debris,1617686.600,-5119328.171,6318058.193,-4887.272,3133.896,3790.645,86,,
9,obj,101,debris,-3354680.746,5731488.037,-1836104.539,-4377.579,-4069.205,-4704.100,75,,
9,obj,102,debris,-3613320.122,-6221766.600,31424.163,4697.770,-2753.880,-5074.155,62,,
9,obj,103,debris,78459.409,-7678096.989,605574.315,-6484.418,-310.713,-3099.410,82,,
9,obj,104,debris,4471436.744,5832547.599,-1565892.721,-5792.322,4414.190,-98.364,52,,
9,obj,105,debris,3174210.997,-3179978.438,-5456010.225,3814.173,6303.268,-1454.775,92,,
9,obj,106,debris,3691878.577,-2490296.853,5399934.641,-6399.404,-2080.625,3415.680,87,,
9,obj,107,debris,-4155467.072,6353434.237,-628362.351,-5860.180,-3978.153,-1469.140,83,,
9,obj,108,debris,5787433.342,-2654493.776,-3284550.429,3854.754,6110.739,1853.591,82,,
9,obj,109,debris,3513841.881,-1596734.515,6630330.811,-2087.261,6373.685,2641.103,90,,
9,obj,110,debris,-7081527.769,-3545926.979,99944.951,3148.669,-6309.942,-772.498,56,,
9,obj,111,debris,2697580.625,6764246.469,912341.076,-6850.485,2713.480,137.110,52,,
9,obj,112,satellite,5564829.495,3892002.537,3353110.586,4391.655,-5740.473,-625.353,93,,
9,obj,113,satellite,5964590.983,-1409283.224,-3376900.798,2895.829,-2914.381,6331.138,100,,
9,obj,114,satellite,-6764055.577,-483688.748,-121927.609,-394.550,6526.441,-4002.439,73,,
9,obj,115,satellite,-2048822.186,-5795259.391,3854712.037,-6644.972,3089.372,1112.754,84,,
9,obj,116,comet,51871016251.100,36004146759.639,-111431525486.655,-29291.558,-20331.539,62925.373,91,,
9,obj,117,comet,43198510606.903,75477183776.370,-2400039813.651,-13602.739,-23766.941,755.746,69,,
9,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
9,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
9,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
9,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
9,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
9,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
9,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
10,sat,1,,6920583.931,45670.817,60607.222,-83.213,4566.899,6060.479,,,
10,obj,100,debris,1612798.764,-5116192.485,6321846.629,-4888.401,3137.475,3786.225,86,,
10,obj,101,debris,-3359056.280,5727415.340,-1840807.519,-4373.489,-4076.187,-4701.860,75,,
10,obj,102,debris,-3608620.419,-6224517.151,26349.992,4701.635,-2747.220,-5074.186,62,,
10,obj,103,debris,71974.958,-7678404.353,602474.641,-6484.484,-304.015,-3099.937,82,,
10,obj,104,debris,4465642.323,5836959.049,-1565990.350,-5796.520,4408.708,-96.893,52,,
10,obj,105,debris,3178023.378,-3173673.376,-5457461.921,3810.587,6306.855,-1448.615,92,,
10,obj,106,debris,3685477.028,-2492376.030,5403347.182,-6403.692,-2077.729,3409.401,87,,
10,obj,107,debris,-4161325.377,6349453.220,-629831.208,-5856.430,-3983.881,-1468.573,83,,
10,obj,108,debris,5791284.959,-2648381.599,-3282695.058,3848.479,6113.613,1857.150,82,,
10,obj,109,debris,3511753.070,-1590360.125,6632968.988,-2090.361,6375.092,2635.249,90,,
