# example_mission.csv — generated by scripts/make_example_csv.py (do not
# hand-edit; re-run the script instead).
#
# CSV FORMAT (see tools/simulator/src/csv_reader.hpp for the authoritative
# contract):
#   Header: time_s,kind,id,type,px_m,py_m,pz_m,vx_mps,vy_mps,vz_mps,
#           confidence,intensity,flags
#   - kind: "sat" (primary satellite; type ignored) or "obj".
#   - type: unknown|debris|star|comet|satellite|ground_hot, numeric 0-5, or empty (= unknown).
#   - vx/vy/vz: all empty => no velocity; otherwise all three required.
#   - confidence: 0-100 (empty => 100). intensity: float (empty => 0).
#   - flags: empty => 0; only bit1 (2, HIGHLIGHT) may be set here — the
#     has-velocity bit is derived automatically from the velocity cells.
#   - lines starting with '#' and blank lines are skipped.
#
# Scenario: 1 satellite (550 km / 53 deg circular LEO) + 12 moving debris +
# 4 other satellites + 2 comets + 3 stationary stars + 4 stationary
# ground-hot objects (one HIGHLIGHT-flagged) + 40 unknown-type objects (30
# orbiting, 10 stationary; type cell cycles "unknown" / "0" / empty),
# sampled at 1 Hz from t=0..60s.
time_s,kind,id,type,px_m,py_m,pz_m,vx_mps,vy_mps,vz_mps,confidence,intensity,flags
0,obj,126,unknown,-6375698.822,-17075674.272,-3650735.323,3376.342,-1815.927,2597.187,27,,
0,obj,127,0,17475201.372,-9312370.315,187742.131,2105.075,3955.031,234.952,13,,
0,obj,128,,-19309514.901,-9285968.708,10444305.102,633.271,-3528.920,-1966.746,12,,
0,obj,129,unknown,17586376.701,18804093.909,-2454367.319,-2873.951,2671.435,-125.682,62,,
0,obj,130,0,-7540229.652,-23444839.665,-1528188.747,3825.395,-1217.634,-194.423,15,,
0,obj,131,,11511596.633,14358487.449,-5739102.870,2796.427,-849.588,3483.565,44,,
0,obj,132,unknown,-3620599.333,-22629568.971,-6773065.432,2955.492,-1231.682,2535.303,39,,
0,obj,133,0,-7834196.464,-7034424.535,158669.317,4049.535,-4483.726,1162.289,68,,
0,obj,134,,2708344.063,-12678026.463,-951364.123,-5407.478,-1171.925,223.238,11,,
0,obj,135,unknown,4571018.673,6170844.296,-12750138.191,3492.943,2792.720,2603.874,25,,
0,obj,136,0,-1939592.531,11131915.336,-3555229.075,5066.817,-19.156,-2824.235,56,,
0,obj,137,,9672041.371,13409138.493,1437229.350,3950.442,-2883.227,315.015,61,,
0,obj,138,unknown,-9481354.868,-14417827.263,4358021.188,3844.729,-1933.189,1968.978,17,,
0,obj,139,0,8517161.230,9138390.320,11213655.396,3677.854,454.780,-3164.074,64,,
0,obj,140,,-13534182.714,-14166105.789,-10127142.670,538.025,-2780.578,3170.512,53,,
0,obj,141,unknown,6740554.446,11616711.449,18986839.392,1948.520,-3382.825,1377.965,60,,
0,obj,142,0,1819063.048,-11133733.225,7417333.875,-2365.867,-2973.801,-3883.585,16,,
0,obj,143,,7440927.201,19882229.795,5903988.775,-325.245,-1094.864,4096.970,44,,
0,obj,144,unknown,6975759.848,5541586.431,8605228.519,-2474.222,4963.930,-1190.958,50,,
0,obj,145,0,-496418.147,-12753011.636,-789460.173,4457.339,-380.301,3340.609,17,,
0,obj,146,,1954084.460,-6802123.649,-1020158.980,7164.230,1934.850,821.852,29,,
0,obj,147,unknown,5633559.431,11868897.380,5560366.495,-4050.266,2813.657,-1902.319,25,,
0,obj,148,0,-12598460.579,21220021.467,67233.447,-3455.770,-2051.663,-15.424,24,,
0,obj,149,,2156525.953,-11352964.109,431835.179,-5768.019,-1093.505,56.406,11,,
0,obj,150,unknown,-6332850.205,-9548830.537,-6946518.442,-2639.828,3826.211,-2852.969,23,,
0,obj,151,0,-9657936.707,1465417.171,-6164235.462,-1914.086,3922.773,3931.488,17,,
0,obj,152,,8475445.866,2372133.856,-2234660.903,2193.372,-5906.601,2048.881,28,,
0,obj,153,unknown,-14007600.615,-3925762.629,-13882038.409,2882.978,-2606.527,-2171.943,15,,
0,obj,154,0,8034890.641,-3959585.454,-1610901.524,-1462.701,-4747.155,4372.784,65,,
0,obj,155,,687071.085,680750.807,12784342.740,,,,19,,
0,obj,156,unknown,26208594.606,26089267.961,-7349420.035,,,,26,,
0,obj,157,0,7055398.870,4774885.965,-19159209.863,,,,28,,
0,obj,158,,-126050.919,-7064041.733,9736594.954,,,,18,,
0,obj,159,unknown,-12262925.242,39103199.434,2454631.421,,,,24,,
0,obj,160,0,-4808429.215,5576633.587,18623321.157,,,,47,,
0,obj,161,,-9528604.703,27395883.881,-7212532.740,,,,43,,
0,obj,162,unknown,2516609.228,-4376489.564,-12225942.483,,,,49,,
0,obj,163,0,-10837951.787,-9547492.087,-23740879.214,,,,41,,
0,obj,164,,518151.236,-7052537.747,25422108.388,,,,11,,
1,sat,1,,6920995.839,4567.172,6060.842,-8.321,4567.171,6060.840,,,
1,obj,100,debris,1656748.278,-5144284.585,6287591.864,-4878.111,3105.184,3825.909,86,,
1,obj,101,debris,-3319529.758,5763817.766,-1798400.635,-4410.111,-4013.175,-4721.815,75,,
1,obj,102,debris,-3650778.118,-6199522.745,72015.863,4666.675,-2807.052,-5073.712,62,,
1,obj,103,debris,130332.079,-7675396.981,630352.460,-6483.689,-364.285,-3095.098,82,,
1,obj,104,debris,4517640.431,5797059.094,-1565058.741,-5758.542,4457.892,-110.130,52,,
1,obj,105,debris,3143583.313,-3230289.101,-5444175.068,3842.702,6274.322,-1503.996,92,,
1,obj,106,debris,3742935.847,-2473559.431,5372408.674,-6364.834,-2103.705,3465.769,87,,
1,obj,107,debris,-4108466.181,6385075.830,-616591.213,-5889.987,-3932.207,-1473.630,83,,
1,obj,108,debris,5756394.928,-2703287.054,-3299265.062,3904.804,6087.510,1825.046,82,,
1,obj,109,debris,3530440.551,-1647678.414,6609014.896,-2062.388,6362.230,2687.851,90,,
1,obj,110,debris,-7106535.111,-3495356.841,106122.317,3103.140,-6332.538,-771.837,56,,
1,obj,111,debris,2752296.877,6742320.616,911214.774,-6828.505,2767.954,144.464,52,,
1,obj,112,satellite,5529533.200,3937811.593,3358014.905,4432.375,-5711.735,-600.721,93,,
1,obj,113,satellite,5941202.600,-1385916.000,-3427423.565,2951.230,-2927.388,6299.476,100,,
1,obj,114,satellite,-6760622.693,-535879.790,-89903.550,-463.665,6521.231,-4003.521,73,,
1,obj,115,satellite,-1995594.579,-5819780.556,3845681.370,-6661.856,3040.885,1144.900,84,,
1,obj,116,comet,51871250631.044,36004309444.901,-111432028991.629,-29303.423,-20339.774,62950.860,91,,
1,obj,117,comet,43198619232.641,75477373569.136,-2400045848.723,-13553.693,-23681.247,753.021,69,,
1,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
1,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
1,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
1,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
1,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
1,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
1,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
1,obj,125,,22067803.037,2823503.266,-2763659.260,503.643,-4179.075,-247.983,54,,
1,obj,126,unknown,-6372322.283,-17077489.669,-3648138.023,3376.737,-1814.867,2597.413,27,,
1,obj,127,0,17477305.998,-9308415.045,187977.078,2104.178,3955.509,234.942,13,,
1,obj,128,,-19308881.346,-9289497.492,10442338.203,633.839,-3528.647,-1967.053,12,,
1,obj,129,unknown,17583502.548,18806765.127,-2454492.973,-2874.356,2671.001,-125.626,62,,
1,obj,130,0,-7536404.157,-23446056.989,-1528383.150,3825.595,-1217.012,-194.382,15,,
1,obj,131,,11514392.740,14357637.461,-5735619.146,2795.786,-850.387,3483.884,44,,
1,obj,132,unknown,-3617643.788,-22630800.322,-6770530.030,2955.597,-1231.021,2535.501,39,,
1,obj,133,0,-7830145.592,-7038907.060,159831.579,4052.209,-4481.324,1162.235,68,,
1,obj,134,,2702936.340,-12679197.237,-951140.799,-5407.969,-1169.624,223.411,11,,
1,obj,135,unknown,4574511.340,6173636.644,-12747533.547,3492.390,2791.974,2605.415,25,,
1,obj,136,0,-1934525.482,11131894.845,-3558052.884,5067.282,-21.825,-2823.382,56,,
1,obj,137,,9675991.391,13406254.682,1437544.303,3949.598,-2884.396,314.889,61,,
1,obj,138,unknown,-9477509.804,-14419759.943,4359990.012,3845.399,-1932.170,1968.670,17,,
1,obj,139,0,8520838.726,9138844.715,11210490.850,3677.137,454.010,-3165.019,64,,
1,obj,140,,-13533644.437,-14168886.104,-10123971.970,538.528,-2780.051,3170.888,53,,
1,obj,141,unknown,6742502.860,11613328.440,18988217.056,1948.307,-3383.193,1377.363,60,,
1,obj,142,0,1816697.034,-11136706.124,7413449.689,-2366.162,-2971.998,-3884.786,16,,
1,obj,143,,7440601.817,19881134.561,5908085.635,-325.523,-1095.605,4096.750,44,,
1,obj,144,unknown,6973284.894,5546549.780,8604036.658,-2475.685,4962.767,-1192.763,50,,
1,obj,145,0,-491960.761,-12753390.722,-786119.489,4457.433,-377.870,3340.759,17,,
1,obj,146,,1961247.624,-6800185.091,-1019336.573,7162.096,1942.266,822.964,29,,
1,obj,147,unknown,5629508.779,11871710.222,5558463.794,-4051.039,2812.027,-1903.082,25,,
1,obj,148,0,-12601916.182,21217969.522,67218.022,-3455.436,-2052.226,-15.426,24,,
1,obj,149,,2150757.657,-11354056.151,431891.529,-5768.574,-1090.579,56.295,11,,
1,obj,150,unknown,-6335489.509,-9545003.535,-6949370.835,-2638.779,3827.793,-2851.818,23,,
1,obj,151,0,-9659849.543,1469339.754,-6160303.177,-1911.587,3922.394,3933.082,17,,
1,obj,152,,8477636.982,2366226.624,-2232611.427,2188.859,-5907.862,2050.070,28,,
1,obj,153,unknown,-14004717.294,-3928369.059,-13884210.013,2883.665,-2606.334,-2171.263,15,,
1,obj,154,0,8033425.816,-3964331.562,-1606528.314,-1466.949,-4745.060,4373.635,65,,
1,obj,155,,687071.085,680750.807,12784342.740,,,,19,,
1,obj,156,unknown,26208594.606,26089267.961,-7349420.035,,,,26,,
1,obj,157,0,7055398.870,4774885.965,-19159209.863,,,,28,,
1,obj,158,,-126050.919,-7064041.733,9736594.954,,,,18,,
1,obj,159,unknown,-12262925.242,39103199.434,2454631.421,,,,24,,
1,obj,160,0,-4808429.215,5576633.587,18623321.157,,,,47,,
1,obj,161,,-9528604.703,27395883.881,-7212532.740,,,,43,,
1,obj,162,unknown,2516609.228,-4376489.564,-12225942.483,,,,49,,
1,obj,163,0,-10837951.787,-9547492.087,-23740879.214,,,,41,,
1,obj,164,,518151.236,-7052537.747,25422108.388,,,,11,,
2,sat,1,,6920983.357,9134.339,12121.678,-16.643,4567.162,6060.829,,,
2,obj,100,debris,1651869.588,-5141177.603,6291415.574,-4879.268,3108.781,3821.510,86,,
2,obj,101,debris,-3323937.845,5759801.080,-1803121.353,-4406.063,-4020.196,-4719.621,75,,
2,obj,102,debris,-3646109.491,-6202326.479,66942.114,4670.579,-2800.416,-5073.787,62,,
2,obj,103,debris,123848.334,-7675757.919,627257.088,-6483.800,-357.590,-3095.646,82,,
2,obj,104,debris,4511879.768,5801514.262,-1565168.136,-5762.784,4452.444,-108.659,52,,
2,obj,105,debris,3147424.240,-3224012.957,-5445675.992,3839.151,6277.965,-1497.850,92,,
2,obj,106,debris,3736568.838,-2475661.698,5375871.320,-6369.181,-2100.829,3459.522,87,,
2,obj,107,debris,-4114354.314,6381140.745,-618064.565,-5886.279,-3937.963,-1473.074,83,,
2,obj,108,debris,5760296.612,-2697198.080,-3297438.228,3898.563,6090.437,1828.621,82,,
2,obj,109,debris,3528376.606,-1641315.458,6611699.829,-2065.503,6363.681,2682.015,90,,
2,obj,110,debris,-7103429.121,-3501687.976,105350.438,3108.840,-6329.731,-771.922,56,,
2,obj,111,debris,2745466.986,6745085.171,911358.779,-6831.276,2761.154,143.546,52,,
2,obj,112,satellite,5533963.038,3932098.052,3357412.643,4427.299,-5715.346,-603.802,93,,
2,obj,113,satellite,5944150.374,-1388842.582,-3421122.097,2944.317,-2925.774,6303.459,100,,
2,obj,114,satellite,-6761082.039,-529358.218,-93907.013,-455.028,6521.911,-4003.404,73,,
2,obj,115,satellite,-2002255.392,-5816736.635,3846824.263,-6659.769,3046.957,1140.886,84,,
2,obj,116,comet,51871221328.362,36004289105.642,-111431966042.360,-29301.941,-20338.745,62947.678,91,,
2,obj,117,comet,43198605675.883,75477349882.532,-2400045095.531,-13559.825,-23691.960,753.362,69,,
2,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
2,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
2,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
2,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
2,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
2,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
2,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
2,obj,125,,22068306.290,2819324.141,-2763907.194,502.862,-4179.175,-247.886,54,,
2,obj,126,unknown,-6368945.348,-17079304.006,-3645540.496,3377.132,-1813.808,2597.640,27,,
2,obj,127,0,17479409.727,-9304459.297,188212.016,2103.281,3955.987,234.933,13,,
2,obj,128,,-19308247.223,-9293026.002,10440370.996,634.407,-3528.374,-1967.360,12,,
2,obj,129,unknown,17580627.990,18809435.912,-2454618.570,-2874.761,2670.568,-125.569,62,,
2,obj,130,0,-7532578.462,-23447273.690,-1528577.512,3825.795,-1216.390,-194.342,15,,
2,obj,131,,11517188.206,14356786.675,-5732135.102,2795.145,-851.186,3484.203,44,,
2,obj,132,unknown,-3614688.138,-22632031.013,-6767994.430,2955.703,-1230.360,2535.699,39,,
2,obj,133,0,-7826092.047,-7043387.182,160993.786,4054.881,-4478.920,1162.180,68,,
2,obj,134,,2697528.126,-12680365.711,-950917.302,-5408.459,-1167.323,223.583,11,,
2,obj,135,unknown,4578003.454,6176428.244,-12744927.362,3491.837,2791.228,2606.956,25,,
2,obj,136,0,-1929457.969,11131871.685,-3560875.840,5067.745,-24.495,-2822.529,56,,
2,obj,137,,9679940.567,13403369.702,1437859.129,3948.754,-2885.565,314.764,61,,
2,obj,138,unknown,-9473664.070,-14421691.603,4361958.528,3846.069,-1931.150,1968.361,17,,
2,obj,139,0,8524515.503,9139298.340,11207325.358,3676.418,453.240,-3165.964,64,,
2,obj,140,,-13533105.657,-14171665.892,-10120800.894,539.031,-2779.525,3171.264,53,,
2,obj,141,unknown,6744451.059,11609945.063,18989594.118,1948.093,-3383.561,1376.761,60,,
2,obj,142,0,1814330.725,-11139677.220,7409564.303,-2366.456,-2970.194,-3885.987,16,,
2,obj,143,,7440276.156,19880038.585,5912182.275,-325.800,-1096.346,4096.530,44,,
2,obj,144,unknown,6970808.478,5551511.965,8602842.992,-2477.147,4961.603,-1194.568,50,,
2,obj,145,0,-487503.282,-12753767.375,-782778.655,4457.526,-375.438,3340.909,17,,
2,obj,146,,1968408.649,-6798239.119,-1018513.053,7159.954,1949.679,824.075,29,,
2,obj,147,unknown,5625457.354,11874521.435,5556560.330,-4051.811,2810.397,-1903.845,25,,
2,obj,148,0,-12605371.451,21215917.014,67202.595,-3455.101,-2052.789,-15.428,24,,
2,obj,149,,2144988.806,-11355145.266,431947.769,-5769.128,-1087.652,56.184,11,,
2,obj,150,unknown,-6338127.763,-9541174.951,-6952222.077,-2637.729,3829.374,-2850.666,23,,
2,obj,151,0,-9661759.881,1473261.958,-6156369.299,-1909.089,3922.013,3934.674,17,,
2,obj,152,,8479823.584,2360318.132,-2230560.763,2184.345,-5909.120,2051.258,28,,
2,obj,153,unknown,-14001833.286,-3930975.297,-13886380.935,2884.351,-2606.142,-2170.582,15,,
2,obj,154,0,8031956.743,-3969075.574,-1602154.255,-1471.196,-4742.963,4374.483,65,,
2,obj,155,,687071.085,680750.807,12784342.740,,,,19,,
2,obj,156,unknown,26208594.606,26089267.961,-7349420.035,,,,26,,
2,obj,157,0,7055398.870,4774885.965,-19159209.863,,,,28,,
2,obj,158,,-126050.919,-7064041.733,9736594.954,,,,18,,
2,obj,159,unknown,-12262925.242,39103199.434,2454631.421,,,,24,,
2,obj,160,0,-4808429.215,5576633.587,18623321.157,,,,47,,
2,obj,161,,-9528604.703,27395883.881,-7212532.740,,,,43,,
2,obj,162,unknown,2516609.228,-4376489.564,-12225942.483,,,,49,,
2,obj,163,0,-10837951.787,-9547492.087,-23740879.214,,,,41,,
2,obj,164,,518151.236,-7052537.747,25422108.388,,,,11,,
3,sat,1,,6920962.553,13701.495,18182.498,-24.964,4567.149,6060.811,,,
3,obj,100,debris,1646989.742,-5138067.024,6295234.883,-4880.422,3112.375,3817.109,86,,
3,obj,101,debris,-3328341.882,5755777.376,-1807839.874,-4402.010,-4027.212,-4717.421,75,,
3,obj,102,debris,-3641436.961,-6205123.576,61868.292,4674.479,-2793.777,-5073.855,62,,
3,obj,103,debris,117364.481,-7676112.161,624161.169,-6483.905,-350.894,-3096.192,82,,
3,obj,104,debris,4506114.866,5805963.980,-1565276.060,-5767.020,4446.992,-107.189,52,,
3,obj,105,debris,3151261.614,-3217733.174,-5447170.767,3835.596,6281.601,-1491.701,92,,
3,obj,106,debris,3730197.487,-2477761.087,5379327.716,-6373.521,-2097.950,3453.271,87,,
3,obj,107,debris,-4120238.738,6377199.906,-619537.360,-5882.567,-3943.715,-1472.516,83,,
3,obj,108,debris,5764192.052,-2691106.183,-3295607.821,3892.317,6093.357,1832.194,82,,
3,obj,109,debris,3526309.546,-1634951.054,6614378.926,-2068.617,6365.127,2676.178,90,,
3,obj,110,debris,-7100317.433,-3508016.302,104578.474,3114.537,-6326.919,-772.006,56,,
3,obj,111,debris,2738634.327,6747842.924,911501.865,-6834.041,2754.352,142.627,52,,
3,obj,112,satellite,5538387.798,3926380.903,3356807.301,4422.219,-5718.951,-606.882,93,,
3,obj,113,satellite,5947091.233,-1391767.548,-3414816.650,2937.400,-2924.157,6307.435,100,,
3,obj,114,satellite,-6761532.748,-522835.970,-97910.356,-446.390,6522.583,-4003.282,73,,
3,obj,115,satellite,-2008914.116,-5813686.643,3847963.141,-6657.676,3053.026,1136.871,84,,
3,obj,116,comet,51871192027.161,36004268767.411,-111431903096.274,-29300.459,-20337.717,62944.494,91,,
3,obj,117,comet,43198592112.992,75477326185.216,-2400044341.999,-13565.956,-23702.672,753.703,69,,
3,obj,118,star,123601250823.455,335002029526.830,934075142056.453,,,,100,4.32,
3,obj,119,star,-26386921930.241,59249321013.348,-997894407395.143,,,,100,4.68,
3,obj,120,star,-362957376299.006,-910614016504.861,-197595688047.655,,,,100,2.69,
3,obj,121,ground_hot,-4200870.658,-4385704.683,1925596.309,,,,82,704.80,2
3,obj,122,ground_hot,3918410.956,-1523444.537,4786941.959,,,,98,1459.52,0
3,obj,123,ground_hot,5769027.158,2573401.982,-827990.874,,,,63,941.16,0
3,obj,124,ground_hot,638663.795,-5719718.583,-2732502.313,,,,74,1007.54,0
3,obj,125,,22068808.761,2815144.916,-2764155.031,502.081,-4179.275,-247.788,54,,
3,obj,126,unknown,-6365568.018,-17081117.284,-3642942.744,3377.527,-1812.748,2597.866,27,,
3,obj,127,0,17481512.559,-9300503.071,188446.943,2102.383,3956.465,234.923,13,,
3,obj,128,,-19307612.531,-9296554.239,10438403.483,634.976,-3528.100,-1967.668,12,,
3,obj,129,unknown,17577753.026,18812106.264,-2454744.111,-2875.166,2670.135,-125.512,62,,
3,obj,130,0,-7528752.567,-23448489.769,-1528771.834,3825.995,-1215.768,-194.301,15,,
3,obj,131,,11519983.031,14355935.089,-5728650.740,2794.505,-851.985,3484.522,44,,
3,obj,132,unknown,-3611732.382,-22633261.042,-6765458.633,2955.808,-1229.699,2535.896,39,,
3,obj,133,0,-7822035.831,-7047864.900,162155.938,4057.552,-4476.515,1162.125,68,,
3,obj,134,,2692119.422,-12681531.883,-950693.633,-5408.948,-1165.021,223.756,11,,
3,obj,135,unknown,4581495.015,6179219.099,-12742319.636,3491.284,2790.481,2608.496,25,,
3,obj,136,0,-1924389.993,11131845.855,-3563697.941,5068.207,-27.164,-2821.675,56,,
3,obj,137,,9683888.899,13400483.552,1438173.831,3947.910,-2886.734,314.639,61,,
3,obj,138,unknown,-9469817.666,-14423622.243,4363926.735,3846.739,-1930.131,1968.053,17,,
3,obj,139,0,8528191.562,9139751.196,11204158.922,3675.700,452.470,-3166.908,64,,
3,obj,140,,-13532566.375,-14174445.154,-10117629.442,539.534,-2778.998,3171.640,53,,
3,obj,141,unknown,6746399.045,11606561.318,18990970.579,1947.879,-3383.929,1376.160,60,,
3,obj,142,0,1811964.122,-11142646.512,7405677.716,-2366.749,-2968.389,-3887.186,16,,
3,obj,143,,7439950.217,19878941.870,5916278.695,-326.077,-1097.086,4096.310,44,,
3,obj,144,unknown,6968330.600,5556472.986,8601647.522,-2478.609,4960.438,-1196.372,50,,
3,obj,145,0,-483045.709,-12754141.598,-779437.671,4457.619,-373.007,3341.058,17,,
3,obj,146,,1975567.529,-6796285.734,-1017688.424,7157.804,1957.090,825.185,29,,
3,obj,147,unknown,5621405.157,11877331.017,5554656.103,-4052.583,2808.767,-1904.608,25,,
3,obj,148,0,-12608826.385,21213863.944,67187.166,-3454.767,-2053.352,-15.430,24,,
3,obj,149,,2139219.402,-11356231.455,432003.897,-5769.680,-1084.725,56.072,11,,
3,obj,150,unknown,-6340764.967,-9537344.787,-6955072.168,-2636.679,3830.955,-2849.514,23,,
3,obj,151,0,-9663667.720,1477183.780,-6152433.829,-1906.589,3921.632,3936.266,17,,
3,obj,152,,8482005.671,2354408.384,-2228508.911,2179.830,-5910.375,2052.445,28,,
3,obj,153,unknown,-13998948.591,-3933581.343,-13888551.177,2885.038,-2605.949,-2169.901,15,,
3,obj,154,0,8030483.424,-3973817.487,-1597779.348,-1475.442,-4740.863,4375.329,65,,
3,obj,155,,687071.085,680750.807,12784342.740,,,,19,,
3,obj,156,unknown,26208594.606,26089267.961,-7349420.035,,,,26,,
3,obj,157,0,7055398.870,4774885.965,-19159209.863,,,,28,,
3,obj,158,,-126050.919,-7064041.733,9736594.954,,,,18,,
3,obj,159,unknown,-12262925.242,39103199.434,2454631.421,,,,24,,
3,obj,160,0,-4808429.215,5576633.587,18623321.157,,,,47,,
3,obj,161,,-9528604.703,27395883.881,-7212532.740,,,,43,,
3,obj,162,unknown,2516609.228,-4376489.564,-12225942.483,,,,49,,
3,obj,163,0,-10837951.787,-9547492.087,-23740879.214,,,,41,,
3,obj,164,,518151.236,-7052537.747,25422108.388,,,,11,,
4,sat,1,,6920933.428,18268.635,24243.297,-33.286,4567.129,6060.785,,,
4,obj,100,debris,1642108.745,-5134952.853,6299049.791,-4881.572,3115.967,3812.705,86,,
4,obj,101,debris,-3332741.863,5751746.658,-1812556.193,-4397.951,-4034.223,-4715.215,75,,
4,obj,102,debris,-3636760.534,-6207914.032,56794.404,4678.373,-2787.135,-5073.919,62,,
4,obj,103,debris,110880.525,-7676459.707,621064.706,-6484.005,-344.198,-3096.735,82,,
4,obj,104,debris,4500345.731,5810408.244,-1565382.514,-5771.250,4441.535,-105.718,52,,
4,obj,105,debris,3155095.430,-3211449.758,-5448659.393,3832.036,6285.230,-1485.551,92,,
4,obj,106,debris,3723821.799,-2479857.596,5382777.860,-6377.854,-2095.068,3447.016,87,,
4,obj,107,debris,-4126119.446,6373253.317,-621009.596,-5878.849,-3949.463,-1471.956,83,,
4,obj,108,debris,5768081.245,-2685011.369,-3293773.841,3886.067,6096.270,1835.765,82,,
4,obj,109,debris,3524239.373,-1628585.206,6617052.184,-2071.729,6366.568,2670.338,90,,
4,obj,110,debris,-7097200.048,-3514341.813,103806.426,3120.232,-6324.103,-772.089,56,,
4,obj,111,debris,2731798.907,6750593.874,911644.032,-6836.799,2747.547,141.707,52,,
